real,fake,mask,prompt
real/bus_452321.png,fake/glide_inpainting_val2017_452321_up.png,mask/bus_452321_mask.png,bus
real/banana_348708.png,fake/glide_inpainting_val2017_348708_up.png,mask/banana_348708_mask.png,banana
real/donut_238866.png,fake/glide_inpainting_val2017_238866_up.png,mask/donut_238866_mask.png,donut
real/microwave_426253.png,fake/glide_inpainting_val2017_426253_up.png,mask/microwave_426253_mask.png,microwave
real/bird_229997.png,fake/glide_inpainting_val2017_229997_up.png,mask/bird_229997_mask.png,bird
real/cell phone_446207.png,fake/glide_inpainting_val2017_446207_up.png,mask/cell phone_446207_mask.png,cell phone
real/bear_285.png,fake/glide_inpainting_val2017_285_up.png,mask/bear_285_mask.png,bear
real/train_338986.png,fake/glide_inpainting_val2017_338986_up.png,mask/train_338986_mask.png,train
real/giraffe_286849.png,fake/glide_inpainting_val2017_286849_up.png,mask/giraffe_286849_mask.png,giraffe
real/vase_530457.png,fake/glide_inpainting_val2017_530457_up.png,mask/vase_530457_mask.png,vase
real/sink_223789.png,fake/glide_inpainting_val2017_223789_up.png,mask/sink_223789_mask.png,sink
real/zebra_291861.png,fake/glide_inpainting_val2017_291861_up.png,mask/zebra_291861_mask.png,zebra
real/toilet_423971.png,fake/glide_inpainting_val2017_423971_up.png,mask/toilet_423971_mask.png,toilet
real/broccoli_562197.png,fake/glide_inpainting_val2017_562197_up.png,mask/broccoli_562197_mask.png,broccoli
real/pizza_476787.png,fake/glide_inpainting_val2017_476787_up.png,mask/pizza_476787_mask.png,pizza
real/elephant_245915.png,fake/glide_inpainting_val2017_245915_up.png,mask/elephant_245915_mask.png,elephant
real/sandwich_434297.png,fake/glide_inpainting_val2017_434297_up.png,mask/sandwich_434297_mask.png,sandwich
real/cat_545826.png,fake/glide_inpainting_val2017_545826_up.png,mask/cat_545826_mask.png,cat
real/sheep_295231.png,fake/glide_inpainting_val2017_295231_up.png,mask/sheep_295231_mask.png,sheep
real/horse_49269.png,fake/glide_inpainting_val2017_49269_up.png,mask/horse_49269_mask.png,horse
real/teddy bear_50844.png,fake/glide_inpainting_val2017_50844_up.png,mask/teddy bear_50844_mask.png,teddy bear
real/scissors_348012.png,fake/glide_inpainting_val2017_348012_up.png,mask/scissors_348012_mask.png,scissors
real/oven_138856.png,fake/glide_inpainting_val2017_138856_up.png,mask/oven_138856_mask.png,oven
real/pizza_351331.png,fake/glide_inpainting_val2017_351331_up.png,mask/pizza_351331_mask.png,pizza
real/bowl_209142.png,fake/glide_inpainting_val2017_209142_up.png,mask/bowl_209142_mask.png,bowl
real/toilet_348216.png,fake/glide_inpainting_val2017_348216_up.png,mask/toilet_348216_mask.png,toilet
real/suitcase_443303.png,fake/glide_inpainting_val2017_443303_up.png,mask/suitcase_443303_mask.png,suitcase
real/banana_312406.png,fake/glide_inpainting_val2017_312406_up.png,mask/banana_312406_mask.png,banana
real/stop sign_126592.png,fake/glide_inpainting_val2017_126592_up.png,mask/stop sign_126592_mask.png,stop sign
real/boat_267940.png,fake/glide_inpainting_val2017_267940_up.png,mask/boat_267940_mask.png,boat
real/chair_274687.png,fake/glide_inpainting_val2017_274687_up.png,mask/chair_274687_mask.png,chair
real/orange_509131.png,fake/glide_inpainting_val2017_509131_up.png,mask/orange_509131_mask.png,orange
real/umbrella_203580.png,fake/glide_inpainting_val2017_203580_up.png,mask/umbrella_203580_mask.png,umbrella
real/traffic light_88218.png,fake/glide_inpainting_val2017_88218_up.png,mask/traffic light_88218_mask.png,traffic light
real/bird_402519.png,fake/glide_inpainting_val2017_402519_up.png,mask/bird_402519_mask.png,bird
real/broccoli_255912.png,fake/glide_inpainting_val2017_255912_up.png,mask/broccoli_255912_mask.png,broccoli
real/surfboard_107554.png,fake/glide_inpainting_val2017_107554_up.png,mask/surfboard_107554_mask.png,surfboard
real/stop sign_196754.png,fake/glide_inpainting_val2017_196754_up.png,mask/stop sign_196754_mask.png,stop sign
real/refrigerator_156278.png,fake/glide_inpainting_val2017_156278_up.png,mask/refrigerator_156278_mask.png,refrigerator
real/truck_498286.png,fake/glide_inpainting_val2017_498286_up.png,mask/truck_498286_mask.png,truck
real/sheep_154947.png,fake/glide_inpainting_val2017_154947_up.png,mask/sheep_154947_mask.png,sheep
real/donut_192904.png,fake/glide_inpainting_val2017_192904_up.png,mask/donut_192904_mask.png,donut
real/parking meter_542625.png,fake/glide_inpainting_val2017_542625_up.png,mask/parking meter_542625_mask.png,parking meter
real/boat_531495.png,fake/glide_inpainting_val2017_531495_up.png,mask/boat_531495_mask.png,boat
real/broccoli_389381.png,fake/glide_inpainting_val2017_389381_up.png,mask/broccoli_389381_mask.png,broccoli
real/bird_489046.png,fake/glide_inpainting_val2017_489046_up.png,mask/bird_489046_mask.png,bird
real/fork_8277.png,fake/glide_inpainting_val2017_8277_up.png,mask/fork_8277_mask.png,fork
real/umbrella_458663.png,fake/glide_inpainting_val2017_458663_up.png,mask/umbrella_458663_mask.png,umbrella
real/clock_111179.png,fake/glide_inpainting_val2017_111179_up.png,mask/clock_111179_mask.png,clock
real/refrigerator_488075.png,fake/glide_inpainting_val2017_488075_up.png,mask/refrigerator_488075_mask.png,refrigerator
real/baseball bat_292330.png,fake/glide_inpainting_val2017_292330_up.png,mask/baseball bat_292330_mask.png,baseball bat
real/bowl_2149.png,fake/glide_inpainting_val2017_2149_up.png,mask/bowl_2149_mask.png,bowl
real/scissors_546826.png,fake/glide_inpainting_val2017_546826_up.png,mask/scissors_546826_mask.png,scissors
real/motorcycle_524108.png,fake/glide_inpainting_val2017_524108_up.png,mask/motorcycle_524108_mask.png,motorcycle
real/sink_47121.png,fake/glide_inpainting_val2017_47121_up.png,mask/sink_47121_mask.png,sink
real/suitcase_294855.png,fake/glide_inpainting_val2017_294855_up.png,mask/suitcase_294855_mask.png,suitcase
real/train_364587.png,fake/glide_inpainting_val2017_364587_up.png,mask/train_364587_mask.png,train
real/keyboard_416256.png,fake/glide_inpainting_val2017_416256_up.png,mask/keyboard_416256_mask.png,keyboard
real/cake_13597.png,fake/glide_inpainting_val2017_13597_up.png,mask/cake_13597_mask.png,cake
real/elephant_475779.png,fake/glide_inpainting_val2017_475779_up.png,mask/elephant_475779_mask.png,elephant
real/giraffe_17031.png,fake/glide_inpainting_val2017_17031_up.png,mask/giraffe_17031_mask.png,giraffe
real/horse_382088.png,fake/glide_inpainting_val2017_382088_up.png,mask/horse_382088_mask.png,horse
real/bird_186938.png,fake/glide_inpainting_val2017_186938_up.png,mask/bird_186938_mask.png,bird
real/fire hydrant_255718.png,fake/glide_inpainting_val2017_255718_up.png,mask/fire hydrant_255718_mask.png,fire hydrant
real/fire hydrant_338191.png,fake/glide_inpainting_val2017_338191_up.png,mask/fire hydrant_338191_mask.png,fire hydrant
real/orange_406570.png,fake/glide_inpainting_val2017_406570_up.png,mask/orange_406570_mask.png,orange
real/bear_414261.png,fake/glide_inpainting_val2017_414261_up.png,mask/bear_414261_mask.png,bear
real/dog_532575.png,fake/glide_inpainting_val2017_532575_up.png,mask/dog_532575_mask.png,dog
real/train_508482.png,fake/glide_inpainting_val2017_508482_up.png,mask/train_508482_mask.png,train
real/refrigerator_537672.png,fake/glide_inpainting_val2017_537672_up.png,mask/refrigerator_537672_mask.png,refrigerator
real/motorcycle_153217.png,fake/glide_inpainting_val2017_153217_up.png,mask/motorcycle_153217_mask.png,motorcycle
real/oven_455267.png,fake/glide_inpainting_val2017_455267_up.png,mask/oven_455267_mask.png,oven
real/broccoli_104612.png,fake/glide_inpainting_val2017_104612_up.png,mask/broccoli_104612_mask.png,broccoli
real/toothbrush_160666.png,fake/glide_inpainting_val2017_160666_up.png,mask/toothbrush_160666_mask.png,toothbrush
real/bicycle_242287.png,fake/glide_inpainting_val2017_242287_up.png,mask/bicycle_242287_mask.png,bicycle
real/suitcase_475678.png,fake/glide_inpainting_val2017_475678_up.png,mask/suitcase_475678_mask.png,suitcase
real/fire hydrant_171050.png,fake/glide_inpainting_val2017_171050_up.png,mask/fire hydrant_171050_mask.png,fire hydrant
real/donut_310200.png,fake/glide_inpainting_val2017_310200_up.png,mask/donut_310200_mask.png,donut
real/pizza_520871.png,fake/glide_inpainting_val2017_520871_up.png,mask/pizza_520871_mask.png,pizza
real/cat_411665.png,fake/glide_inpainting_val2017_411665_up.png,mask/cat_411665_mask.png,cat
real/bear_96960.png,fake/glide_inpainting_val2017_96960_up.png,mask/bear_96960_mask.png,bear
real/zebra_504439.png,fake/glide_inpainting_val2017_504439_up.png,mask/zebra_504439_mask.png,zebra
real/zebra_110211.png,fake/glide_inpainting_val2017_110211_up.png,mask/zebra_110211_mask.png,zebra
real/umbrella_231088.png,fake/glide_inpainting_val2017_231088_up.png,mask/umbrella_231088_mask.png,umbrella
real/cow_233567.png,fake/glide_inpainting_val2017_233567_up.png,mask/cow_233567_mask.png,cow
real/hot dog_226130.png,fake/glide_inpainting_val2017_226130_up.png,mask/hot dog_226130_mask.png,hot dog
real/suitcase_180296.png,fake/glide_inpainting_val2017_180296_up.png,mask/suitcase_180296_mask.png,suitcase
real/truck_272049.png,fake/glide_inpainting_val2017_272049_up.png,mask/truck_272049_mask.png,truck
real/bird_404568.png,fake/glide_inpainting_val2017_404568_up.png,mask/bird_404568_mask.png,bird
real/bench_577182.png,fake/glide_inpainting_val2017_577182_up.png,mask/bench_577182_mask.png,bench
real/laptop_343076.png,fake/glide_inpainting_val2017_343076_up.png,mask/laptop_343076_mask.png,laptop
real/bed_366199.png,fake/glide_inpainting_val2017_366199_up.png,mask/bed_366199_mask.png,bed
real/fire hydrant_26926.png,fake/glide_inpainting_val2017_26926_up.png,mask/fire hydrant_26926_mask.png,fire hydrant
real/teddy bear_80413.png,fake/glide_inpainting_val2017_80413_up.png,mask/teddy bear_80413_mask.png,teddy bear
real/sandwich_369771.png,fake/glide_inpainting_val2017_369771_up.png,mask/sandwich_369771_mask.png,sandwich
real/boat_311518.png,fake/glide_inpainting_val2017_311518_up.png,mask/boat_311518_mask.png,boat
real/car_141597.png,fake/glide_inpainting_val2017_141597_up.png,mask/car_141597_mask.png,car
real/tv_246308.png,fake/glide_inpainting_val2017_246308_up.png,mask/tv_246308_mask.png,tv
real/fire hydrant_499768.png,fake/glide_inpainting_val2017_499768_up.png,mask/fire hydrant_499768_mask.png,fire hydrant
real/teddy bear_219283.png,fake/glide_inpainting_val2017_219283_up.png,mask/teddy bear_219283_mask.png,teddy bear
real/knife_143998.png,fake/glide_inpainting_val2017_143998_up.png,mask/knife_143998_mask.png,knife
real/cow_512648.png,fake/glide_inpainting_val2017_512648_up.png,mask/cow_512648_mask.png,cow
real/airplane_545407.png,fake/glide_inpainting_val2017_545407_up.png,mask/airplane_545407_mask.png,airplane
real/parking meter_51961.png,fake/glide_inpainting_val2017_51961_up.png,mask/parking meter_51961_mask.png,parking meter
real/boat_209972.png,fake/glide_inpainting_val2017_209972_up.png,mask/boat_209972_mask.png,boat
real/couch_570456.png,fake/glide_inpainting_val2017_570456_up.png,mask/couch_570456_mask.png,couch
real/microwave_571313.png,fake/glide_inpainting_val2017_571313_up.png,mask/microwave_571313_mask.png,microwave
real/tie_189436.png,fake/glide_inpainting_val2017_189436_up.png,mask/tie_189436_mask.png,tie
real/orange_248980.png,fake/glide_inpainting_val2017_248980_up.png,mask/orange_248980_mask.png,orange
real/toilet_138819.png,fake/glide_inpainting_val2017_138819_up.png,mask/toilet_138819_mask.png,toilet
real/tv_453722.png,fake/glide_inpainting_val2017_453722_up.png,mask/tv_453722_mask.png,tv
real/orange_148707.png,fake/glide_inpainting_val2017_148707_up.png,mask/orange_148707_mask.png,orange
real/fork_485972.png,fake/glide_inpainting_val2017_485972_up.png,mask/fork_485972_mask.png,fork
real/sink_30213.png,fake/glide_inpainting_val2017_30213_up.png,mask/sink_30213_mask.png,sink
real/teddy bear_478393.png,fake/glide_inpainting_val2017_478393_up.png,mask/teddy bear_478393_mask.png,teddy bear
real/cake_344795.png,fake/glide_inpainting_val2017_344795_up.png,mask/cake_344795_mask.png,cake
real/umbrella_528980.png,fake/glide_inpainting_val2017_528980_up.png,mask/umbrella_528980_mask.png,umbrella
real/fire hydrant_79034.png,fake/glide_inpainting_val2017_79034_up.png,mask/fire hydrant_79034_mask.png,fire hydrant
real/bus_311909.png,fake/glide_inpainting_val2017_311909_up.png,mask/bus_311909_mask.png,bus
real/bear_318080.png,fake/glide_inpainting_val2017_318080_up.png,mask/bear_318080_mask.png,bear
real/fire hydrant_244019.png,fake/glide_inpainting_val2017_244019_up.png,mask/fire hydrant_244019_mask.png,fire hydrant
real/orange_567898.png,fake/glide_inpainting_val2017_567898_up.png,mask/orange_567898_mask.png,orange
real/cake_470121.png,fake/glide_inpainting_val2017_470121_up.png,mask/cake_470121_mask.png,cake
real/parking meter_64495.png,fake/glide_inpainting_val2017_64495_up.png,mask/parking meter_64495_mask.png,parking meter
real/stop sign_95899.png,fake/glide_inpainting_val2017_95899_up.png,mask/stop sign_95899_mask.png,stop sign
real/toothbrush_521405.png,fake/glide_inpainting_val2017_521405_up.png,mask/toothbrush_521405_mask.png,toothbrush
real/train_210502.png,fake/glide_inpainting_val2017_210502_up.png,mask/train_210502_mask.png,train
real/cake_216636.png,fake/glide_inpainting_val2017_216636_up.png,mask/cake_216636_mask.png,cake
real/refrigerator_243344.png,fake/glide_inpainting_val2017_243344_up.png,mask/refrigerator_243344_mask.png,refrigerator
real/giraffe_480842.png,fake/glide_inpainting_val2017_480842_up.png,mask/giraffe_480842_mask.png,giraffe
real/zebra_320632.png,fake/glide_inpainting_val2017_320632_up.png,mask/zebra_320632_mask.png,zebra
real/suitcase_359855.png,fake/glide_inpainting_val2017_359855_up.png,mask/suitcase_359855_mask.png,suitcase
real/chair_174231.png,fake/glide_inpainting_val2017_174231_up.png,mask/chair_174231_mask.png,chair
real/car_172330.png,fake/glide_inpainting_val2017_172330_up.png,mask/car_172330_mask.png,car
real/car_10363.png,fake/glide_inpainting_val2017_10363_up.png,mask/car_10363_mask.png,car
real/train_478286.png,fake/glide_inpainting_val2017_478286_up.png,mask/train_478286_mask.png,train
real/fire hydrant_580757.png,fake/glide_inpainting_val2017_580757_up.png,mask/fire hydrant_580757_mask.png,fire hydrant
real/elephant_83113.png,fake/glide_inpainting_val2017_83113_up.png,mask/elephant_83113_mask.png,elephant
real/elephant_259625.png,fake/glide_inpainting_val2017_259625_up.png,mask/elephant_259625_mask.png,elephant
real/pizza_532129.png,fake/glide_inpainting_val2017_532129_up.png,mask/pizza_532129_mask.png,pizza
real/banana_548506.png,fake/glide_inpainting_val2017_548506_up.png,mask/banana_548506_mask.png,banana
real/motorcycle_572956.png,fake/glide_inpainting_val2017_572956_up.png,mask/motorcycle_572956_mask.png,motorcycle
real/boat_328286.png,fake/glide_inpainting_val2017_328286_up.png,mask/boat_328286_mask.png,boat
real/bear_132622.png,fake/glide_inpainting_val2017_132622_up.png,mask/bear_132622_mask.png,bear
real/elephant_57027.png,fake/glide_inpainting_val2017_57027_up.png,mask/elephant_57027_mask.png,elephant
real/parking meter_369751.png,fake/glide_inpainting_val2017_369751_up.png,mask/parking meter_369751_mask.png,parking meter
real/parking meter_458702.png,fake/glide_inpainting_val2017_458702_up.png,mask/parking meter_458702_mask.png,parking meter
real/horse_51309.png,fake/glide_inpainting_val2017_51309_up.png,mask/horse_51309_mask.png,horse
real/zebra_31269.png,fake/glide_inpainting_val2017_31269_up.png,mask/zebra_31269_mask.png,zebra
real/teddy bear_199681.png,fake/glide_inpainting_val2017_199681_up.png,mask/teddy bear_199681_mask.png,teddy bear
real/banana_581781.png,fake/glide_inpainting_val2017_581781_up.png,mask/banana_581781_mask.png,banana
real/sandwich_293044.png,fake/glide_inpainting_val2017_293044_up.png,mask/sandwich_293044_mask.png,sandwich
real/spoon_91654.png,fake/glide_inpainting_val2017_91654_up.png,mask/spoon_91654_mask.png,spoon
real/broccoli_50331.png,fake/glide_inpainting_val2017_50331_up.png,mask/broccoli_50331_mask.png,broccoli
real/suitcase_534664.png,fake/glide_inpainting_val2017_534664_up.png,mask/suitcase_534664_mask.png,suitcase
real/sheep_290592.png,fake/glide_inpainting_val2017_290592_up.png,mask/sheep_290592_mask.png,sheep
real/horse_88265.png,fake/glide_inpainting_val2017_88265_up.png,mask/horse_88265_mask.png,horse
real/sandwich_183965.png,fake/glide_inpainting_val2017_183965_up.png,mask/sandwich_183965_mask.png,sandwich
real/dog_546829.png,fake/glide_inpainting_val2017_546829_up.png,mask/dog_546829_mask.png,dog
real/umbrella_416991.png,fake/glide_inpainting_val2017_416991_up.png,mask/umbrella_416991_mask.png,umbrella
real/giraffe_393282.png,fake/glide_inpainting_val2017_393282_up.png,mask/giraffe_393282_mask.png,giraffe
real/mouse_409630.png,fake/glide_inpainting_val2017_409630_up.png,mask/mouse_409630_mask.png,mouse
real/knife_189451.png,fake/glide_inpainting_val2017_189451_up.png,mask/knife_189451_mask.png,knife
real/chair_213224.png,fake/glide_inpainting_val2017_213224_up.png,mask/chair_213224_mask.png,chair
real/horse_384513.png,fake/glide_inpainting_val2017_384513_up.png,mask/horse_384513_mask.png,horse
real/microwave_365766.png,fake/glide_inpainting_val2017_365766_up.png,mask/microwave_365766_mask.png,microwave
real/scissors_324715.png,fake/glide_inpainting_val2017_324715_up.png,mask/scissors_324715_mask.png,scissors
real/mouse_248314.png,fake/glide_inpainting_val2017_248314_up.png,mask/mouse_248314_mask.png,mouse
real/bird_544811.png,fake/glide_inpainting_val2017_544811_up.png,mask/bird_544811_mask.png,bird
real/fork_105014.png,fake/glide_inpainting_val2017_105014_up.png,mask/fork_105014_mask.png,fork
real/umbrella_526103.png,fake/glide_inpainting_val2017_526103_up.png,mask/umbrella_526103_mask.png,umbrella
